Timestamp[ms] "A_X [mg]" "A_Y [mg]" "A_Z [mg]" "G_X [mdps]" "G_Y [mdps]" "G_Z [mdps]"
38798 -711 -401 -274 428330 19740 -113820
38807 -715 -419 -246 275940 -10570 -107100
38817 -701 -446 -228 139790 -36610 -86520
38826 -667 -452 -298 27510 -58240 -58240
38836 -677 -445 -248 -62580 -72240 -25900
38846 -688 -428 -284 -134890 -85190 5040
38855 -736 -427 -306 -198240 -95970 28630
38865 -776 -403 -319 -259560 -102900 41860
38875 -866 -370 -290 -328580 -107940 43610
38884 -925 -346 -328 -415870 -114310 34090
38894 -862 -255 -393 -512470 -122290 20650
38903 -754 -125 -416 -607880 -130480 16450
38913 -623 35 -443 -704270 -143640 24220
38923 -635 167 -373 -807800 -164080 36540
38932 -659 477 -303 -921480 -199850 50750
38942 -715 706 -381 -1042020 -266630 61180
38951 -732 863 -355 -1160740 -347200 50400
38961 -773 864 -361 -1259720 -425530 12250
38971 -902 968 -259 -1317050 -485030 -47390
38980 -1178 956 605 -1309210 -509180 -118790
38990 -990 1113 -391 -1233960 -517860 -192010
39000 -819 819 -414 -1124760 -452620 -253540
39009 -870 591 -66 -972230 -337260 -306180
39019 -1055 510 248 -785190 -231980 -342790
39028 -1063 416 276 -584220 -169680 -350210
39038 -976 231 202 -385630 -142870 -314300
39048 -894 -56 112 -207060 -126560 -238980
39057 -840 -345 95 -65450 -101150 -148400
39067 -855 -373 165 35280 -60410 -67200
39076 -802 -214 256 100520 -9870 3780
39086 -760 -65 321 142030 39200 64960
39096 -796 52 388 170240 78120 107520
39105 -869 136 415 187250 103670 126280
39115 -947 199 465 185430 115710 120890
39125 -1018 218 566 158340 110320 96110
39134 -1040 267 485 112140 83790 60480
39144 -954 222 417 56560 41510 24220
39153 -1007 181 512 1330 -2940 -6930
39163 -983 178 383 -38780 -43820 -30590
39173 -951 132 370 -62930 -72030 -42210
39182 -905 83 369 -70490 -85050 -45640
39192 -880 60 354 -62090 -83860 -43330
39201 -853 40 360 -42280 -69160 -35210
39211 -843 47 396 -14980 -46340 -23170
39221 -866 62 433 14000 -21000 -10640
39230 -875 69 458 38710 1190 0
39240 -884 92 476 56840 17500 8050
39250 -907 104 491 65940 26530 13020
39259 -934 93 488 65380 28140 13860
39269 -951 81 469 60620 23380 11270
39278 -948 71 436 58450 15260 8260
39288 -954 59 389 60970 7070 6930
39298 -962 34 335 69790 2100 7980
39307 -924 31 264 101920 4060 14910
39317 -931 38 157 166950 18760 32830
39326 -946 21 87 263620 50820 60970
39336 -851 130 -57 410620 102060 101220
39346 -845 372 -125 592130 171150 150290
39355 -912 576 -206 762020 245910 193270
39365 -914 783 -281 903280 315210 224000
39375 -878 947 -416 1021230 372260 241220
39384 -905 1062 -439 1112160 414680 240800
39394 -914 1134 -294 1175790 434630 223930
39403 -711 1103 -918 1211420 416990 195020
39413 -819 1026 -789 1216180 404670 158760
39423 -826 784 -699 1189720 387310 117530
39432 -756 613 -730 1131480 338660 69300
39442 -682 426 -705 1053570 285950 23030
39451 -690 196 -643 953960 229670 -18060
39461 -704 -4 -615 835730 175420 -54880
39471 -729 -166 -534 702660 127960 -86310
39480 -731 -321 -448 556990 88410 -109690
39490 -707 -377 -480 404250 53830 -124740
39500 -734 -389 -268 253050 27650 -129220
39509 -734 -271 -297 106680 -2030 -122570
39519 -708 -417 -344 -31710 -32900 -104020
39528 -697 -383 -274 -151970 -56700 -80990
39538 -599 -348 -522 -253120 -85260 -54040
39548 -644 -334 -396 -341390 -105770 -27440
39557 -682 -267 -433 -423500 -123620 -6720
39567 -712 -189 -502 -508830 -141890 6860
39576 -657 -118 -511 -593320 -155960 16590
39586 -557 20 -545 -676900 -170100 25130
39596 -564 218 -516 -777350 -187600 29610
39605 -619 483 -452 -889630 -221970 35070
39615 -649 707 -523 -1002750 -281190 38360
39625 -697 808 -473 -1110270 -354270 30660
39634 -738 862 -426 -1193290 -429380 7280
39644 -827 910 -384 -1235710 -494200 -30870
39653 -963 981 -174 -1226820 -534310 -75880
39663 -1056 1116 -352 -1165640 -547540 -126280
39673 -942 974 -317 -1063580 -532560 -182840
39682 -860 870 -25 -952490 -455350 -234570
39692 -952 763 261 -835310 -367990 -276150
39701 -1003 629 369 -711900 -302540 -301910
39711 -949 451 384 -575400 -260330 -298690
39721 -858 211 295 -420490 -230370 -259490
39730 -751 -99 223 -251720 -195090 -190330
39740 -585 -315 166 -80290 -142800 -106890
39750 -656 -285 300 70840 -73220 -26880
39759 -692 -46 465 182770 -3990 43400
39769 -699 150 566 243320 52430 98700
39778 -808 183 738 253050 94430 125860
39788 -934 266 778 222320 115570 118930
39798 -1004 310 836 163870 112630 89600
39807 -986 329 808 96880 86800 51800
39817 -959 317 768 36190 47740 18130
39826 -930 269 671 -8400 5670 -4620
39836 -880 211 561 -34230 -29470 -15820
39846 -831 177 503 -44520 -49910 -18830
39855 -810 112 496 -44940 -56560 -17780
39865 -796 86 483 -37100 -54390 -15820
39875 -779 99 481 -21840 -45920 -12110
39884 -767 128 506 -2030 -32690 -5670
39894 -785 143 541 18690 -16940 1610
39903 -803 166 568 36120 -2310 7280
39913 -806 188 588 46830 8680 10220
39923 -817 209 616 50190 14770 10500
39932 -814 208 611 46480 14910 9030
39942 -821 191 622 37240 10850 5320
39951 -844 193 607 27300 4060 210
39961 -835 187 580 20790 -4760 -2450
39971 -822 167 544 19110 -12600 -2520
39980 -809 169 525 21980 -16240 -1820
39990 -812 184 535 27580 -15820 -490
40000 -830 188 546 31570 -13860 490
40009 -832 202 548 35350 -12320 770
40019 -823 229 530 45010 -9940 1750
40028 -828 234 493 68250 -3220 4480
40038 -847 262 447 113400 11270 9660
40048 -837 338 399 182350 35910 19880
40057 -824 429 347 270900 71750 37030
40067 -843 506 277 376110 117250 57260
40076 -896 630 161 496510 168210 75250
40086 -944 755 29 622090 220220 90440
40096 -907 933 -117 752360 270620 105070
40105 -897 1125 -306 887810 317800 119560
40115 -925 1162 -364 1012480 359870 128380
40125 -967 1201 -534 1112020 385490 121940
40134 -969 1194 -374 1183000 389480 100800
40144 -827 1005 -862 1215200 358610 67760
40153 -880 926 -975 1194130 327950 23940
40163 -933 822 -458 1144780 313390 -17080
40173 -763 543 -680 1066380 257320 -49280
40182 -752 283 -586 968240 198660 -77560
40192 -735 58 -495 857010 152040 -104510
40201 -722 -61 -473 737240 106540 -128240
40211 -709 -230 -442 614320 69020 -145600
40221 -656 -356 -440 491540 41020 -157220
40230 -610 -334 -382 374920 22470 -161630
40240 -590 -360 -304 268310 7980 -152600
40250 -578 -424 -356 174090 -8050 -130550
40259 -596 -422 -318 94570 -20580 -103810
40269 -593 -416 -351 27580 -31920 -74970
40278 -590 -434 -367 -31010 -42630 -45710
40288 -610 -460 -378 -85190 -50050 -20510
40298 -638 -459 -404 -140630 -56420 -2870
40307 -649 -435 -421 -195580 -62790 7070
40317 -643 -417 -470 -246610 -70280 12460
40326 -645 -382 -521 -296730 -76440 16030
40336 -647 -315 -548 -352870 -80640 19040
40346 -651 -222 -539 -415310 -85750 22680
40355 -655 -130 -562 -490560 -95760 26180
40365 -614 -10 -561 -576730 -112280 28910
40375 -588 162 -518 -662270 -136290 34580
40384 -609 317 -537 -748860 -172620 45710
40394 -672 474 -545 -837690 -220360 54880
40403 -693 533 -543 -914410 -273700 58100
40413 -705 626 -491 -966350 -327250 54740
40423 -748 702 -470 -990990 -375620 44170
40432 -825 748 -478 -988750 -408100 29190
40442 -935 765 -376 -960680 -416290 9240
40451 -981 761 -204 -913500 -405020 -19530
40461 -864 733 -325 -840490 -383250 -60060
40471 -849 732 -148 -757750 -326900 -103810
40480 -894 717 48 -665420 -263620 -139230
40490 -930 713 188 -562240 -213850 -156380
40500 -936 652 244 -454300 -182210 -153020
40509 -926 511 260 -347340 -162470 -131880
40519 -912 374 267 -244930 -145810 -100380
40528 -892 277 288 -151130 -125650 -64610
40538 -873 252 337 -71190 -99960 -29680
40548 -844 262 396 -9590 -69790 840
40557 -830 323 448 31150 -37590 23030
40567 -874 352 525 45150 -6370 34510
40576 -929 337 568 31010 17920 32900
40586 -941 344 598 2660 30800 20930
40596 -910 381 589 -24920 30800 5670
40605 -890 385 555 -45780 20860 -6090
40615 -881 345 516 -57680 6160 -12670
40625 -887 292 471 -60690 -9170 -15890
40634 -881 249 444 -56420 -21420 -17640
40644 -848 227 424 -45990 -28280 -18340
40653 -838 229 424 -32900 -28700 -17920
40663 -839 223 438 -22330 -24360 -16310
40673 -828 222 449 -13790 -17500 -13370
40682 -819 239 452 -6440 -9800 -9380
40692 -825 241 466 -1960 -2380 -6090
40701 -842 242 476 2100 2520 -4760
40711 -849 242 459 9940 4200 -4620
40721 -841 238 434 26810 5040 -4340
40730 -844 238 408 52850 7980 -3010
40740 -866 251 394 84000 14000 -210
40750 -867 267 367 121170 23170 5320
40759 -860 311 327 170870 37030 15120
40769 -843 375 283 237790 58100 28980
40778 -825 450 197 325430 87850 44590
40788 -857 536 112 429240 126420 58520
40798 -923 633 32 534520 169820 66850
40807 -947 752 -58 636650 211470 69860
40817 -920 882 -189 742980 247450 70700
40826 -912 959 -315 848960 277900 69160
40836 -936 1046 -293 940660 300440 63140
40846 -908 1037 -372 1012130 303240 51940
40855 -833 1020 -828 1052730 287070 34230
40865 -956 921 -705 1061410 282660 9730
40875 -987 751 -620 1038450 267120 -18130
40884 -912 561 -657 988050 222740 -53130
40894 -855 396 -632 922390 172760 -89880
40903 -795 256 -600 842520 125230 -123620
40913 -775 51 -547 754320 82180 -149940
40923 -769 -57 -473 663390 47320 -169190
40932 -736 -252 -441 574770 19320 -180600
40942 -688 -360 -435 490490 630 -185640
40951 -640 -306 -330 409850 -8260 -188720
40961 -615 -458 -273 334460 -13370 -179620
40971 -599 -437 -257 265650 -19950 -164290
40980 -613 -424 -186 205450 -26180 -144550
40990 -627 -427 -164 149170 -36610 -120470
41000 -642 -428 -162 95970 -49140 -94640
41009 -677 -464 -157 46550 -60060 -67620
41019 -711 -481 -160 -1610 -67620 -43050
41028 -752 -524 -161 -53130 -71960 -23240
41038 -802 -550 -158 -110040 -73290 -10290
41048 -864 -543 -168 -174230 -73990 -5880
41057 -885 -526 -234 -245700 -76230 -7840
41067 -836 -502 -287 -312830 -77210 -10710
41076 -788 -473 -338 -367850 -75530 -9170
41086 -739 -428 -439 -411600 -71820 -2310
41096 -683 -355 -468 -443170 -64750 10080
41105 -661 -263 -431 -467390 -57610 26320
41115 -662 -179 -482 -497770 -57190 41790
41125 -645 -89 -515 -534100 -61390 55440
41134 -599 13 -521 -573440 -68600 67410
41144 -585 122 -536 -619010 -80710 74620
41153 -617 223 -501 -665980 -96390 78190
41163 -669 377 -493 -709660 -120680 80920
41173 -672 453 -592 -750680 -152530 80010
41182 -693 500 -493 -780500 -183050 70630
41192 -706 582 -477 -787150 -208250 56210
41201 -731 631 -566 -767340 -226380 41160
41211 -793 630 -527 -725060 -227500 27160
41221 -828 626 -460 -663250 -217280 10850
41230 -823 668 -396 -576520 -198590 -7630
41240 -780 726 -518 -462140 -174930 -23240
41250 -777 737 -464 -335720 -130690 -31080
41259 -843 778 -350 -207690 -79870 -30660
41269 -902 764 -253 -90650 -35910 -23800
41278 -875 744 -225 3710 -2590 -13580
41288 -874 736 -183 69230 22400 -4200
41298 -929 740 -46 101990 38430 1960
41307 -958 715 77 102480 37520 3780
41317 -909 687 -191 72520 17570 -420
41326 -975 684 -148 21140 8260 -10920
41336 -1006 652 19 -33530 -2240 -24150
41346 -949 623 -21 -90230 -30800 -34650
41355 -907 593 35 -137340 -57680 -45990
41365 -890 579 -27 -167510 -82670 -54040
41375 -902 550 0 -184870 -99400 -58450
41384 -891 514 14 -192290 -109760 -60830
41394 -888 475 55 -193970 -115010 -61810
41403 -853 467 104 -191380 -116270 -61670
41413 -850 464 141 -190190 -114660 -60130
41423 -874 436 159 -195440 -110600 -58450
41432 -871 391 198 -202370 -103460 -56910
41442 -870 365 225 -205450 -95060 -55090
41451 -857 352 224 -204960 -88200 -53410
41461 -847 325 233 -197330 -81620 -51100
41471 -847 313 247 -180250 -75180 -47180
41480 -843 304 256 -157080 -69370 -41790
41490 -852 285 270 -133000 -64400 -35630
41500 -856 273 276 -110250 -60060 -29750
41509 -851 272 291 -89530 -55650 -24290
41519 -849 271 316 -71890 -50820 -18830
41528 -846 275 336 -56910 -45710 -13160
41538 -846 282 358 -42840 -39760 -7560
41548 -845 279 363 -28770 -32830 -2450
41557 -852 284 363 -14420 -24290 1680
41567 -857 291 359 1540 -13790 5110
41576 -862 287 326 22610 -1330 9170
41586 -850 298 301 55650 14350 14980
41596 -853 309 249 103180 34160 23310
41605 -853 329 196 164570 59080 34510
41615 -854 387 136 239820 89740 48510
41625 -858 461 63 327390 124950 63420
41634 -870 539 -35 423640 162680 76090
41644 -927 624 -109 520450 199710 84350
41653 -962 710 -142 608790 230860 89110
41663 -898 809 -255 687400 250740 91980
41673 -852 871 -382 758240 263270 93520
41682 -853 907 -511 816200 272090 92470
41692 -804 908 -724 861560 275100 87290
41701 -817 843 -646 890820 274050 76720
41711 -842 673 -602 889700 257950 57120
41721 -783 525 -769 866250 227430 29050
41730 -767 409 -738 831250 194950 -1680
41740 -739 294 -715 782460 162890 -32550
41750 -735 165 -691 722750 130900 -61110
41759 -727 39 -655 660240 103390 -84910
41769 -722 -107 -623 598150 82460 -102480
41778 -716 -199 -596 534590 68810 -115640
41788 -708 -239 -522 468510 61250 -122360
41798 -706 -284 -468 399560 55510 -120610
41807 -707 -299 -418 327040 47740 -111440
41817 -694 -309 -399 251230 36190 -96530
41826 -695 -297 -320 177030 20580 -80850
41836 -686 -327 -328 108150 -210 -63000
41846 -669 -346 -350 45290 -22680 -44520
41855 -651 -362 -391 -8190 -40810 -26110
41865 -640 -377 -418 -50050 -52010 -8400
41875 -655 -367 -438 -81060 -57050 7630
41884 -672 -379 -473 -103180 -57120 22120
41894 -680 -364 -466 -118650 -53480 34370
41903 -677 -350 -526 -130690 -47670 44100
41913 -709 -349 -568 -144340 -40530 50260
41923 -761 -331 -548 -162680 -30310 51520
41932 -787 -315 -575 -188230 -23310 48160
41942 -782 -282 -589 -219030 -19040 42560
41951 -752 -240 -607 -250460 -17290 38080
41961 -711 -186 -617 -279090 -18900 37380
41971 -678 -139 -622 -302960 -23170 41720
41980 -659 -80 -621 -322770 -29820 50050
41990 -671 -13 -621 -343140 -38080 60760
42000 -703 33 -604 -370580 -47460 70770
42009 -721 98 -562 -403620 -59150 77350
42019 -706 157 -586 -437780 -74480 81620
42028 -685 210 -579 -470120 -89880 85050
42038 -673 287 -554 -495530 -101780 89320
42048 -693 371 -514 -512540 -111930 95410
42057 -696 442 -532 -523600 -124600 101710
42067 -710 499 -503 -526610 -135030 105420
42076 -719 540 -463 -518980 -142520 105910
42086 -734 570 -437 -502950 -147980 102480
42096 -763 605 -406 -481040 -149240 95410
42105 -779 613 -375 -452900 -145530 83580
42115 -789 640 -348 -417130 -136010 66080
42125 -790 674 -318 -377160 -119560 46060
42134 -788 700 -259 -335510 -98910 25830
42144 -788 729 -229 -290080 -78120 8750
42153 -786 761 -204 -241360 -58240 -1960
42163 -782 775 -167 -193900 -39900 -6440
42173 -794 772 -144 -150710 -24710 -7140
42182 -813 778 -114 -114170 -13930 -6230
42192 -836 773 -96 -87220 -7630 -5180
42201 -857 748 -69 -70000 -5600 -5670
42211 -865 727 -51 -60550 -6160 -8540
42221 -864 715 -37 -56210 -8820 -13580
42230 -857 708 -18 -55230 -11760 -19180
42240 -852 688 -5 -55650 -14700 -24710
42250 -846 675 -2 -54810 -17360 -29750
42259 -839 663 7 -51730 -19180 -33390
42269 -837 658 16 -47600 -20230 -35000
42278 -866 695 9 -44310 -21280 -35210
42288 -818 580 45 -41720 -21630 -32900
42298 -860 641 123 -39200 -23730 -33810
42307 -857 643 59 -36680 -30380 -35420
42317 -838 605 -10 -36120 -34650 -32340
42326 -838 576 94 -34300 -28630 -30660
42336 -838 578 83 -30800 -26040 -31500
42346 -848 564 89 -26320 -24570 -33740
42355 -854 544 62 -18690 -22540 -36330
42365 -849 549 65 -4830 -18830 -37940
42375 -828 537 33 15890 -14140 -35980
42384 -808 514 -25 44800 -7560 -30730
42394 -805 523 -78 88410 4130 -23660
42403 -803 572 -124 149800 21420 -14490
42413 -813 629 -239 230580 43260 -3850
42423 -794 697 -345 332850 73500 7490
42432 -784 803 -418 456890 109550 15890
42442 -815 933 -537 591990 140000 16170
42451 -822 1041 -671 721140 161770 8960
42461 -840 1045 -897 825650 172130 -4480
42471 -870 1041 -920 900900 179130 -23030
42480 -873 1015 -699 938840 170800 -44730
42490 -847 808 -785 930230 129010 -71260
42500 -876 583 -884 883540 78190 -104160
42509 -916 416 -563 809270 42280 -142660
42519 -855 213 -628 723170 -2450 -176680
42528 -879 39 -508 635320 -37030 -207760
42538 -833 -74 -412 558530 -54810 -228550
42548 -767 -149 -359 492520 -63000 -234500
42557 -719 -228 -321 435750 -64050 -228200
42567 -658 -288 -247 390460 -57120 -216860
42576 -625 -305 -163 355180 -47530 -197750
42586 -628 -314 -125 324170 -41370 -174090
42596 -649 -346 -157 292600 -36260 -146440
42605 -699 -331 -42 258160 -30030 -118510
42615 -726 -362 48 218540 -28770 -91490
42625 -724 -394 -2 171990 -34720 -67130
42634 -743 -397 8 120960 -39830 -48020
42644 -776 -474 103 67830 -42420 -30800
42653 -767 -531 50 17220 -50260 -20160
42663 -772 -510 -24 -28280 -56840 -12880
42673 -776 -534 -40 -68670 -55160 -6720
42682 -776 -575 -74 -102760 -49700 -210
42692 -765 -583 -122 -128380 -42840 4480
42701 -748 -585 -189 -144480 -33950 9100
42711 -727 -597 -276 -152600 -22680 15470
42721 -727 -610 -310 -154910 -7280 22820
42730 -728 -592 -315 -153720 7840 29820
42740 -733 -562 -344 -153720 18270 36260
42750 -740 -536 -352 -158060 24710 42560
42759 -747 -508 -355 -168280 27020 48580
42769 -755 -475 -360 -184240 24290 53550
42778 -764 -442 -369 -205100 17150 56980
42788 -791 -414 -380 -231420 7210 58240
42798 -796 -391 -400 -261870 -3710 57820
42807 -776 -362 -418 -291410 -14000 57890
42817 -755 -318 -439 -314440 -23100 60690
42826 -735 -267 -493 -330400 -31080 67060
42836 -719 -216 -512 -341530 -36960 76720
42846 -724 -169 -522 -349720 -42070 88060
42855 -754 -124 -550 -358960 -48440 98420
42865 -764 -77 -566 -371350 -54670 106400
42875 -792 -18 -562 -387030 -60620 110320
42884 -803 50 -583 -406140 -68180 109690
42894 -796 116 -575 -424410 -76580 105350
42903 -767 183 -588 -437990 -87150 98350
42913 -744 247 -595 -443660 -98630 90510
42923 -760 269 -581 -440230 -106610 83790
42932 -779 313 -534 -428190 -110600 80710
42942 -800 359 -512 -412510 -113400 79800
42951 -824 390 -492 -395990 -115570 77490
42961 -845 404 -469 -379050 -115010 71540
42971 -860 457 -469 -360080 -112210 60830
42980 -882 486 -428 -339220 -105210 47740
42990 -897 522 -390 -315420 -95480 33740
43000 -893 525 -361 -286720 -83860 20020
43009 -883 532 -335 -252210 -70140 8120
43019 -877 548 -307 -214970 -54530 0
43028 -881 549 -264 -178080 -38710 -2870
43038 -887 536 -249 -143080 -24780 -1260
43048 -893 521 -219 -111860 -12810 2450
43057 -901 518 -195 -87780 -3500 6090
43067 -909 518 -176 -73220 2240 8050
43076 -914 505 -189 -66220 5110 7490
43086 -887 456 -110 -63000 6510 5740
43096 -914 502 -52 -62370 4130 2870
43105 -900 523 -161 -65030 -4480 350
43115 -895 494 -178 -70770 -11620 -840
43125 -914 482 -90 -73640 -12460 -3010
43134 -891 475 -168 -68880 -19180 -5600
43144 -887 482 -179 -54950 -23240 -5600
43153 -900 489 -226 -30380 -22680 -2450
43163 -903 491 -314 8890 -16800 3710
43173 -875 472 -367 71820 1470 13020
43182 -895 480 -266 162610 31780 23100
43192 -805 580 -554 280630 67200 34020
43201 -806 653 -650 415730 115990 46410
43211 -886 739 -530 548100 167860 57820
43221 -829 781 -677 669340 195720 65730
43230 -752 795 -1012 777980 203840 65310
43240 -784 837 -871 874300 219030 55720
43250 -693 793 -1057 954940 216090 37100
43259 -737 770 -984 996100 199780 6090
43269 -875 668 -713 985040 168280 -36050
43278 -877 310 -929 926660 112700 -82390
43288 -963 151 -666 836010 57750 -133210
43298 -910 -36 -536 726600 11690 -179620
43307 -823 -264 -438 617610 -29330 -210630
43317 -723 -287 -449 518490 -54670 -229040
43326 -673 -398 -291 435190 -63630 -231210
43336 -576 -430 -313 369810 -65450 -217350
43346 -547 -465 -163 318990 -65030 -191660
43355 -572 -464 -42 273910 -65380 -159390
43365 -595 -488 16 228900 -74340 -123340
43375 -608 -501 -24 182910 -86870 -86730
43384 -636 -513 -2 135520 -94780 -53620
43394 -667 -564 56 86940 -98980 -25410
43403 -681 -583 12 37380 -104650 -4060
43413 -731 -626 36 -10850 -106120 12390
43423 -770 -645 10 -55650 -105630 21910
43432 -776 -653 -36 -93030 -102830 27160
43442 -767 -668 -93 -120260 -94010 31430
43451 -762 -693 -133 -136010 -78540 35210
43461 -761 -705 -164 -141260 -58730 37450
43471 -751 -691 -206 -138110 -37170 38850
43480 -735 -683 -242 -129640 -14980 40180
43490 -725 -669 -261 -119630 6510 41790
43500 -723 -653 -264 -111020 24920 42980
43509 -730 -624 -271 -108080 38080 43890
43519 -744 -597 -274 -112560 45220 44800
43528 -746 -574 -281 -124460 46340 45430
43538 -746 -553 -290 -143360 42700 46130
43548 -745 -526 -309 -166040 35770 47530
43557 -738 -502 -335 -190610 27650 50260
43567 -732 -479 -353 -214620 20020 54600
43576 -728 -451 -379 -235200 13440 61250
43586 -724 -419 -422 -252000 8190 70210
43596 -716 -383 -474 -265930 5320 80780
43605 -707 -357 -505 -276220 3920 92680
43615 -693 -305 -532 -282800 1400 104580
43625 -696 -255 -569 -290430 -3360 114310
43634 -702 -200 -591 -300230 -10220 121030
43644 -725 -156 -590 -311500 -18410 124880
43653 -743 -110 -604 -324870 -27930 126350
43663 -739 -72 -616 -338030 -36260 127260
43673 -729 0 -633 -348250 -44100 127820
43682 -736 67 -646 -355250 -52150 126560
43692 -732 110 -675 -358820 -60690 122920
43701 -742 167 -652 -355740 -68040 116970
43711 -747 211 -652 -345940 -72800 111230
43721 -755 253 -647 -330960 -74480 106680
43730 -761 287 -626 -312550 -70280 103530
43740 -769 325 -594 -291340 -62160 100100
43750 -773 354 -559 -268170 -50820 95900
43759 -772 387 -522 -244020 -38290 91490
43769 -767 425 -483 -220290 -26180 87710
43778 -762 464 -462 -199360 -17430 84140
43788 -771 490 -432 -182770 -12880 79800
43798 -779 511 -437 -170450 -13440 72520
43807 -788 531 -428 -161280 -18200 61250
43817 -782 564 -431 -154560 -24570 47740
43826 -789 576 -419 -149520 -31360 33880
43836 -794 598 -407 -144760 -37310 21910
43846 -793 614 -390 -139860 -41510 13790
43855 -793 628 -368 -135450 -43750 9870
43865 -805 632 -356 -132230 -44590 9450
43875 -816 642 -324 -131040 -44520 11270
43884 -816 630 -256 -131040 -45010 13440
43894 -810 618 -300 -130690 -48090 14840
43903 -821 607 -276 -128870 -49070 16100
43913 -819 608 -230 -125160 -47110 16310
43923 -807 611 -233 -117600 -46690 15050
43932 -813 617 -230 -104370 -45150 12600
43942 -808 626 -277 -83930 -42350 8540
43951 -816 645 -299 -53340 -35840 2940
43961 -805 653 -385 -8190 -25340 -2380
43971 -777 625 -323 61320 -8050 -4270
43980 -696 711 -503 159810 13580 -3710
43990 -731 738 -613 273560 42770 -2590
44000 -796 770 -699 389060 81620 -3780
44009 -808 811 -714 503580 115850 -7910
44019 -809 813 -645 605850 131180 -13370
44028 -750 803 -991 677390 119630 -22890
44038 -830 774 -918 710640 106330 -36610
44048 -836 700 -866 717500 87920 -52430
44057 -820 598 -777 706020 55650 -71890
44067 -807 451 -828 683200 13860 -96740
44076 -829 308 -787 656600 -23380 -128590
44086 -847 175 -773 628250 -51380 -165410
44096 -850 64 -702 598640 -68250 -194740
44105 -845 -57 -562 557900 -75250 -213080
44115 -848 -162 -428 507500 -79660 -222040
44125 -838 -279 -330 454930 -82530 -221270
44134 -749 -393 -304 405930 -82670 -213080
44144 -684 -385 -221 364560 -75740 -201180
44153 -664 -373 -115 329280 -65660 -186060
44163 -649 -376 -99 295680 -60130 -165340
44173 -677 -352 -35 259630 -57120 -143570
44182 -700 -341 70 219100 -57190 -120330
44192 -699 -387 58 172900 -64400 -94990
44201 -732 -392 91 120260 -71540 -72100
44211 -781 -427 153 60760 -76510 -52850
44221 -808 -465 159 -2940 -84280 -36260
44230 -832 -482 131 -65450 -91210 -23800
44240 -832 -515 76 -121520 -94010 -13860
44250 -835 -577 16 -167510 -90370 -3290
44259 -826 -627 -84 -200550 -79940 7910
44269 -810 -649 -139 -220220 -60970 19040
44278 -787 -652 -183 -229110 -37030 31640
44288 -776 -643 -216 -230650 -12670 44520
44298 -785 -612 -241 -232120 9100 55440
44307 -789 -574 -281 -238980 25760 63980
44317 -782 -532 -297 -252630 36260 70840
44326 -786 -469 -302 -274050 39340 74970
44336 -794 -403 -334 -306810 33530 75040
44346 -778 -339 -378 -347830 20370 71680
44355 -773 -282 -408 -389690 4060 68320
44365 -756 -222 -466 -429100 -14350 67410
44375 -755 -155 -509 -465710 -33040 69580
44384 -745 -83 -569 -499590 -51030 73920
44394 -722 16 -619 -525980 -68670 80220
44403 -735 107 -632 -546910 -85540 87920
44413 -714 192 -699 -563920 -103180 93800
44423 -715 266 -691 -569870 -118580 97440
44432 -734 311 -686 -564130 -128730 99260
44442 -778 329 -643 -551390 -131390 98070
44451 -797 390 -587 -529760 -130130 94920
44461 -817 448 -546 -500990 -128310 89320
44471 -834 463 -511 -468300 -126490 79660
44480 -843 468 -465 -430990 -122150 64890
44490 -855 477 -410 -389900 -114240 47110
44500 -849 471 -374 -345170 -102340 28980
44509 -835 462 -341 -296730 -85750 12950
44519 -825 460 -330 -246750 -65520 840
44528 -829 459 -285 -199780 -44030 -7350
44538 -837 449 -251 -156310 -25200 -12250
44548 -844 451 -230 -118090 -10920 -13720
44557 -855 447 -206 -89810 -1050 -12110
44567 -867 453 -174 -74410 3710 -9450
44576 -883 463 -150 -70560 2730 -6860
44586 -896 465 -159 -75880 -2660 -4760
44596 -899 467 -157 -86450 -9730 -3780
44605 -917 482 -136 -98280 -16590 -4200
44615 -896 479 -133 -108850 -23310 -4760
44625 -889 474 -119 -114870 -28490 -6090
44634 -902 465 -115 -113540 -32410 -8470
44644 -896 442 -148 -106120 -35770 -8330
44653 -875 430 -136 -93660 -34650 -7700
44663 -872 443 -131 -75810 -31500 -6720
44673 -879 454 -120 -58100 -27930 -4270
44682 -887 450 -103 -44590 -24500 -980
44692 -885 453 -86 -34230 -22540 1890
44701 -890 449 -74 -26740 -21630 3710
44711 -896 448 -68 -22750 -21420 4060
44721 -901 458 -63 -20650 -21210 3570
44730 -903 465 -62 -17010 -20790 3500
44740 -903 457 -77 -7910 -19670 4970
44750 -911 446 -109 8750 -16660 6860
44759 -910 442 -146 37310 -10220 8330
44769 -908 422 -192 84280 910 11130
44778 -916 459 -276 149660 17010 17150
44788 -856 484 -358 234990 40250 26740
44798 -809 543 -480 346920 71330 43540
44807 -819 685 -587 474390 109130 65450
44817 -830 826 -647 601370 148750 87780
44826 -800 883 -689 719110 183750 107590
44836 -817 896 -546 820680 204190 117740
44846 -729 864 -946 890610 196490 109620
44855 -786 853 -1044 916790 187390 84350
44865 -870 785 -712 916370 182350 52010
44875 -853 636 -675 882210 146790 15330
44884 -881 382 -789 818510 98210 -26110
44894 -942 159 -718 733390 57470 -73920
44903 -950 19 -596 638190 24920 -122150
44913 -922 -58 -495 544040 -2870 -160860
44923 -828 -202 -464 462210 -21140 -178360
