Timestamp[ms] "A_X [mg]" "A_Y [mg]" "A_Z [mg]" "G_X [mdps]" "G_Y [mdps]" "G_Z [mdps]"
71509 -834 781 -477 712600 254170 284200
71519 -803 840 -572 766990 282800 286790
71528 -790 928 -767 815710 303800 283010
71538 -788 974 -808 852880 318010 273140
71548 -737 940 -813 881090 320880 259140
71557 -660 856 -946 892570 304570 239470
71567 -684 659 -878 878570 279510 207830
71576 -651 445 -980 837830 245210 161700
71586 -663 267 -954 782250 206220 109620
71596 -650 179 -851 717640 170170 63840
71605 -608 47 -820 646310 133000 31570
71615 -594 -84 -778 571060 99820 8610
71625 -594 -152 -721 499170 74340 -9030
71634 -630 -285 -587 433860 54740 -22120
71644 -638 -296 -535 374640 33810 -32550
71653 -650 -372 -616 318220 10290 -39060
71663 -693 -354 -526 262990 -2240 -43050
71673 -680 -413 -490 211190 -9730 -41230
71682 -680 -428 -513 161840 -17010 -35840
71692 -713 -441 -449 115010 -19320 -30310
71701 -712 -443 -456 70560 -22470 -24290
71711 -691 -460 -472 30100 -26110 -17640
71721 -676 -455 -490 -4970 -28280 -12110
71730 -672 -446 -495 -34860 -28630 -8820
71740 -649 -441 -525 -57680 -28840 -6370
71750 -625 -436 -545 -72870 -27860 -4550
71759 -617 -429 -580 -81830 -25620 -3920
71769 -603 -424 -598 -85960 -22820 -4620
71778 -591 -410 -612 -85610 -19530 -6300
71788 -585 -401 -631 -81620 -16870 -7980
71798 -586 -393 -643 -76300 -14000 -9240
71807 -588 -380 -642 -72240 -10780 -9870
71817 -590 -363 -642 -71120 -8540 -9520
71826 -590 -346 -639 -73850 -8540 -8190
71836 -593 -319 -628 -82600 -11690 -5600
71846 -613 -297 -611 -101990 -19390 -2660
71855 -664 -295 -600 -136780 -32200 -1260
71865 -698 -275 -576 -187600 -50470 -2940
71875 -722 -218 -536 -249550 -73360 -5950
71884 -760 -158 -519 -324800 -100380 -9100
71894 -791 -89 -481 -412090 -129220 -13930
71903 -821 -13 -416 -504700 -158410 -19810
71913 -807 64 -432 -603330 -187600 -28280
71923 -783 128 -450 -703500 -210700 -40950
71932 -753 332 -332 -796600 -226800 -49630
71942 -785 485 -310 -886270 -247940 -53970
71951 -769 636 -369 -972860 -273910 -65310
71961 -773 761 -215 -1051190 -288120 -89040
71971 -802 915 -150 -1118110 -297640 -124530
71980 -776 1026 -113 -1156820 -297920 -166390
71990 -848 1091 72 -1159690 -280280 -212870
72000 -948 1133 158 -1124830 -257950 -263620
72009 -1008 1108 168 -1046290 -233660 -315140
72019 -987 1004 -29 -919800 -203420 -358680
72028 -942 760 -97 -760550 -157570 -376950
72038 -1017 526 53 -587090 -110460 -363790
72048 -1089 381 145 -438760 -82810 -329840
72057 -1138 234 161 -348110 -80570 -286370
72067 -1159 92 166 -310800 -90930 -237930
72076 -1161 -2 149 -290920 -99470 -191170
72086 -1093 -45 89 -257670 -95480 -148750
72096 -1028 -88 44 -201180 -72800 -105840
72105 -1029 -109 69 -131670 -37450 -60620
72115 -983 -82 107 -63980 -4480 -15750
72125 -1023 -60 168 -10640 18270 24640
72134 -1015 -30 183 26880 29330 55650
72144 -1016 4 166 55020 34300 76160
72153 -1023 12 142 83860 38920 87920
72163 -1039 42 104 120400 45850 94500
72173 -1061 55 55 162540 55580 100170
72182 -1043 90 7 213150 69020 111580
72192 -1025 154 -68 279650 88760 135100
72201 -1037 189 -147 362670 118790 169610
72211 -952 316 -188 465710 160860 213850
72221 -881 470 -235 577710 213570 264460
72230 -862 585 -261 676620 271250 309260
72240 -855 526 -218 756000 326480 338030
72250 -924 733 -238 823970 374080 348530
72259 -889 702 -349 881930 408660 344890
72269 -811 765 -801 923370 426230 326270
72278 -864 895 -697 949480 449120 297290
72288 -841 890 -553 960470 450100 269360
72298 -705 807 -841 944860 403760 243110
72307 -640 629 -790 912660 357700 215880
72317 -575 476 -756 864920 305200 184520
72326 -563 310 -730 809200 247310 151550
72336 -587 153 -761 742280 189420 117320
72346 -638 2 -768 659120 138600 80990
72355 -688 -120 -738 561260 97230 43680
72365 -699 -221 -680 458010 63490 9450
72375 -699 -271 -621 358680 34370 -17220
72384 -685 -310 -625 265370 9380 -34790
72394 -695 -308 -552 181580 -9800 -41440
72403 -652 -359 -620 109970 -26250 -35700
72413 -620 -331 -619 52290 -37030 -24360
72423 -618 -361 -573 7700 -43190 -10360
72432 -596 -368 -613 -26740 -51590 3780
72442 -594 -364 -626 -52080 -58100 15680
72451 -589 -366 -629 -69930 -62160 24990
72461 -581 -355 -651 -81060 -65590 31570
72471 -582 -348 -670 -86590 -67760 35210
72480 -595 -341 -680 -87570 -68880 35420
72490 -605 -331 -703 -84910 -68950 33040
72500 -618 -314 -708 -80990 -66570 29260
72509 -631 -307 -707 -76650 -61950 25270
72519 -633 -302 -714 -70210 -55860 23240
72528 -632 -300 -716 -61250 -48230 24010
72538 -623 -295 -701 -49980 -40110 26950
72548 -617 -278 -683 -36680 -33250 31500
72557 -625 -265 -664 -24360 -28420 37030
72567 -633 -264 -639 -15190 -26040 42910
72576 -641 -264 -611 -9940 -26320 48090
72586 -650 -240 -575 -10010 -29120 51730
72596 -665 -219 -545 -16730 -34790 54670
72605 -663 -194 -549 -29960 -42910 57680
72615 -712 -153 -466 -49490 -50120 61390
72625 -777 -162 -453 -82810 -58450 64400
72634 -850 -141 -429 -136150 -68320 62860
72644 -946 -153 -331 -214970 -76090 55720
72653 -1057 -171 -255 -321580 -86100 41790
72663 -1031 -57 -260 -446250 -100590 25480
72673 -868 136 -266 -582610 -117390 16310
72682 -813 293 -166 -728490 -136570 17500
72692 -777 488 -28 -883820 -163030 26670
72701 -839 669 -4 -1039500 -211260 32200
72711 -785 848 -121 -1183700 -275590 15890
72721 -794 876 123 -1296750 -330610 -22400
72730 -793 998 300 -1354290 -373660 -78470
72740 -1080 1232 971 -1362900 -395500 -147490
72750 -1007 1394 367 -1340780 -412930 -221690
72759 -1002 1356 241 -1291500 -384650 -290150
72769 -979 1092 159 -1195950 -317520 -350910
72778 -872 663 17 -1035160 -232400 -391510
72788 -814 234 -6 -804720 -138810 -393960
72798 -872 -16 166 -532770 -56560 -346360
72807 -819 -215 188 -270760 -5320 -253820
72817 -696 -300 225 -65660 22050 -136150
72826 -714 -240 324 57190 45080 -17570
72836 -885 -146 423 104020 72660 76650
72846 -1047 -218 428 110670 103600 129430
72855 -1122 -250 426 110950 129220 133910
72865 -1128 -116 447 115220 137970 112210
72875 -1127 27 462 114590 123830 87430
72884 -1149 53 481 103670 91560 67830
72894 -1133 6 411 94570 52080 48930
72903 -1050 -4 257 107170 21140 32480
72913 -1028 -23 139 144690 10850 25480
72923 -958 -6 15 209650 26880 34230
72932 -963 54 -17 305410 66500 63560
72942 -1011 151 0 419300 119420 108850
72951 -974 296 4 533820 174860 160930
72961 -926 441 17 640010 227710 211890
72971 -902 587 -29 729260 277130 256550
72980 -968 746 -44 804230 324870 287770
72990 -999 880 -102 869820 372050 302540
73000 -990 929 -190 926590 413840 301560
73009 -944 946 -482 972510 444850 282940
73019 -1046 997 -436 1000440 471030 251510
73028 -1027 900 -569 1001210 474320 213990
73038 -918 706 -697 973210 442750 171780
73048 -816 576 -649 923230 400120 127960
73057 -735 449 -568 860300 347620 89110
73067 -671 323 -613 790790 283920 60620
73076 -663 193 -619 713860 223650 41020
73086 -689 31 -635 629370 172060 25130
73096 -723 -113 -633 538370 129570 7630
73105 -742 -199 -588 442960 94640 -13510
73115 -741 -243 -563 346430 62720 -35840
73125 -752 -294 -550 251650 33530 -55370
73134 -731 -326 -501 165690 8890 -66150
73144 -659 -344 -632 93730 -13020 -65800
73153 -640 -329 -594 36820 -23520 -59220
73163 -603 -344 -604 -5250 -28560 -45710
73173 -578 -353 -642 -33250 -33740 -28350
73182 -559 -359 -689 -48230 -35560 -11200
73192 -548 -364 -685 -54670 -32830 3080
73201 -534 -365 -698 -54460 -29680 13720
73211 -538 -357 -710 -48930 -26390 20160
73221 -555 -356 -737 -41300 -23100 21140
73230 -571 -354 -753 -33460 -20440 16450
73240 -572 -344 -759 -26250 -17920 8260
73250 -568 -330 -741 -19810 -14910 -210
73259 -561 -328 -754 -13650 -11760 -6300
73269 -553 -317 -744 -7700 -8260 -8540
73278 -556 -300 -721 -2450 -5110 -6930
73288 -567 -290 -709 350 -4620 -2380
73298 -582 -283 -690 -1190 -6860 3360
73307 -600 -281 -683 -9240 -11900 9450
73317 -621 -280 -654 -26460 -19390 14490
73326 -654 -241 -614 -53830 -30520 16800
73336 -724 -248 -594 -98630 -45430 15400
73346 -786 -246 -585 -166740 -63140 6440
73355 -824 -201 -517 -252000 -82110 -8820
73365 -824 -112 -471 -351050 -106330 -25830
73375 -809 11 -428 -450870 -137200 -37800
73384 -782 121 -439 -540610 -173740 -38430
73394 -731 223 -493 -622090 -211610 -29540
73403 -701 322 -545 -701260 -245070 -17710
73413 -709 391 -523 -781270 -270200 -8890
73423 -764 638 -386 -857010 -293720 -4200
73432 -864 683 -352 -940450 -323820 -11830
73442 -919 688 -290 -1028090 -354830 -43190
73451 -939 770 -79 -1097110 -373030 -92960
73461 -936 888 25 -1140300 -380100 -144480
73471 -974 956 257 -1151920 -377300 -192920
73480 -1022 1018 355 -1126160 -371840 -237020
73490 -1097 1029 292 -1066450 -364140 -276360
73500 -1175 895 284 -976220 -345100 -312830
73509 -1167 741 190 -857430 -314650 -340620
73519 -993 521 106 -715400 -272440 -344610
73528 -832 318 65 -562520 -221690 -316190
73538 -786 59 90 -414680 -165900 -256270
73548 -811 -177 125 -284550 -113610 -184590
73557 -808 -273 158 -173530 -65730 -118860
73567 -782 -255 208 -84420 -18760 -61530
73576 -797 -217 276 -20020 26320 -12460
73586 -858 -218 325 25900 64260 25270
73596 -908 -200 325 64190 89810 51450
73605 -946 -173 332 101150 101500 69230
73615 -972 -131 322 138600 101990 81200
73625 -989 -67 240 178360 97020 90930
73634 -974 -35 146 223930 95200 102760
73644 -1018 35 59 280910 103810 118930
73653 -992 106 13 354760 123480 143570
73663 -911 203 -45 449820 156520 179900
73673 -907 424 -97 556710 202650 221550
73682 -946 586 -57 664300 252700 261380
73692 -932 737 -21 773850 298060 290990
73701 -869 935 -336 878290 337750 307720
73711 -986 1053 -383 962150 385210 306670
73721 -1126 1162 -260 1024940 423710 285110
73730 -1063 1173 -555 1060640 428330 246400
73740 -1050 1109 -646 1065820 412650 203560
73750 -975 955 -609 1041040 381500 159880
73759 -870 731 -692 987420 325500 115360
73769 -831 561 -643 909790 259630 69370
73778 -777 381 -626 824880 194180 29890
73788 -730 255 -661 742280 131810 4480
73798 -740 134 -663 657370 81550 -12740
73807 -782 -24 -663 570570 44310 -25970
73817 -776 -152 -636 490560 17920 -37310
73826 -825 -213 -572 419160 -1960 -48300
73836 -790 -218 -573 350770 -17710 -57190
73846 -822 -248 -435 287490 -27860 -56490
73855 -800 -288 -512 225750 -39340 -47530
73865 -814 -303 -434 167020 -45640 -34580
73875 -810 -279 -417 110600 -50750 -20090
73884 -805 -315 -414 55790 -57820 -4060
73894 -808 -324 -407 4200 -64750 8890
73903 -795 -291 -429 -42000 -71960 18200
73913 -787 -317 -432 -83230 -77630 25760
73923 -775 -310 -445 -119910 -81620 30450
73932 -769 -308 -459 -151760 -84280 32690
73942 -756 -300 -470 -178430 -86520 33460
73951 -748 -283 -487 -199290 -88410 33740
73961 -751 -265 -506 -217350 -89180 35000
73971 -757 -254 -520 -236530 -88620 37100
73980 -775 -229 -514 -259210 -87640 38850
73990 -802 -170 -458 -289450 -87500 39830
74000 -854 -134 -400 -331800 -91420 39340
74009 -888 -83 -349 -386400 -101990 36400
74019 -895 -14 -292 -451570 -117320 31920
74028 -859 58 -255 -529900 -135730 27650
74038 -873 43 -150 -619640 -153720 23590
74048 -823 246 -45 -709520 -172620 25480
74057 -882 397 72 -811160 -201250 29540
74067 -875 414 0 -935760 -245910 18480
74076 -806 487 -7 -1054340 -288960 -12110
74086 -873 497 475 -1152760 -316960 -55860
74096 -910 700 653 -1221150 -358190 -114800
74105 -967 844 560 -1234170 -406770 -180460
74115 -1123 852 529 -1215340 -415170 -245420
74125 -1238 729 506 -1169210 -401940 -315980
74134 -1233 630 401 -1078630 -373870 -380660
74144 -1061 635 167 -934080 -334110 -412650
74153 -755 461 -205 -738080 -279650 -379050
74163 -449 50 -306 -511280 -207060 -266350
74173 -679 -535 -43 -284480 -112000 -115290
74182 -837 -573 148 -85680 -22610 1820
74192 -810 -269 305 66570 52640 80150
74201 -876 -114 411 145600 115640 139300
74211 -1057 -155 485 155960 156660 169470
74221 -1202 -172 552 125930 165550 163660
74230 -1250 -130 593 82460 138320 130830
74240 -1218 -47 564 36890 85120 84630
74250 -1139 -30 460 -5530 19950 36820
74259 -1107 -57 423 -34440 -37450 -4480
74269 -1030 -85 242 -39480 -81060 -32690
74278 -904 -101 3 -10780 -100450 -41300
74288 -842 -75 -116 50680 -81060 -24780
74298 -886 -86 -34 135170 -27930 10290
74307 -921 -2 77 242410 38500 53060
74317 -910 194 82 366940 104230 103460
74326 -881 317 87 481810 163240 156310
74336 -906 271 129 574840 213360 200550
74346 -1039 528 107 647080 247660 227360
74355 -1094 608 238 700490 265860 246400
74365 -1032 642 -50 741720 263550 257530
74375 -987 712 -362 784980 266980 263270
74384 -994 851 -128 853300 303590 266420
74394 -903 926 -298 933660 330330 267050
74403 -916 965 -454 996100 344960 255290
74413 -983 950 -574 1017730 356510 232120
74423 -986 878 -504 1004920 353640 201670
74432 -950 698 -510 970830 329700 165480
74442 -894 512 -501 921200 295820 124740
74451 -845 357 -504 860930 256200 84420
74461 -800 254 -542 790510 214200 48370
74471 -782 153 -547 707840 175700 19320
74480 -806 45 -537 615020 142870 -2240
74490 -819 -28 -497 516950 113750 -18410
74500 -791 -89 -467 419720 86240 -30030
74509 -768 -161 -457 325640 59920 -37730
74519 -763 -200 -459 236460 35210 -43750
74528 -751 -233 -455 154420 12670 -48440
74538 -713 -242 -469 80570 -7630 -50610
74548 -679 -244 -483 17640 -27300 -49630
74557 -652 -226 -464 -30170 -47180 -45570
74567 -636 -232 -515 -62720 -66290 -38150
74576 -622 -256 -618 -80920 -80360 -28840
74586 -633 -230 -537 -86310 -83510 -19530
74596 -587 -268 -638 -84140 -83300 -9870
74605 -604 -311 -760 -78260 -79310 -1680
74615 -641 -345 -670 -68250 -61110 4410
74625 -626 -335 -789 -58800 -45710 10150
74634 -657 -348 -718 -53620 -28700 13090
74644 -632 -336 -715 -56000 -17220 14980
74653 -638 -348 -746 -69230 -15330 17220
74663 -667 -327 -722 -99050 -19670 19670
74673 -667 -282 -662 -148820 -34020 22330
74682 -689 -254 -598 -223930 -60690 25620
74692 -737 -118 -589 -326480 -100100 28140
74701 -789 17 -593 -452620 -146090 30100
74711 -863 17 -244 -593950 -195930 34510
74721 -863 115 -337 -732060 -265860 31010
74730 -907 240 -220 -860510 -335720 16380
74740 -994 294 -114 -980630 -403200 -7910
74750 -1026 323 -45 -1075060 -468440 -45360
74759 -1047 439 188 -1129660 -523180 -89180
74769 -1070 715 295 -1145340 -571270 -134960
74778 -1001 695 137 -1121120 -610120 -173810
74788 -1008 757 137 -1094590 -611940 -200690
74798 -1048 690 200 -1072120 -595980 -220570
74807 -1139 551 311 -1028230 -569310 -237370
74817 -1240 362 462 -935550 -535360 -252630
74826 -1100 207 433 -768880 -495040 -255570
74836 -623 100 -332 -522830 -430010 -221900
74846 376 -175 -1112 -234290 -291410 -130200
74855 -81 -355 177 41580 -72660 -5600
74865 -828 -198 564 248360 106120 85540
74875 -852 -149 883 389270 195090 145950
74884 -832 262 862 445480 236250 187740
74894 -927 333 861 405440 265370 204330
74903 -1087 414 887 301140 275870 184100
74913 -1310 198 992 174300 261940 141960
74923 -1398 129 1005 77630 208670 84000
74932 -1427 147 1072 45010 142310 35700
74942 -1304 277 873 80430 76790 14490
74951 -1188 419 644 158200 31850 20650
74961 -910 480 175 256760 11690 50190
74971 -606 362 -87 361340 38710 95970
74980 -569 281 -201 445690 112210 132020
74990 -847 410 -2 498050 209440 137550
75000 -1148 533 190 529550 291690 119770
75009 -1208 600 191 557270 338730 98350
75019 -1088 667 99 594510 362460 86450
75028 -968 680 -72 629580 371070 85820
75038 -939 631 -205 652400 370930 88130
75048 -921 595 -259 664510 364560 86660
75057 -903 571 -276 662620 350280 79170
75067 -880 544 -349 644070 327810 68880
75076 -888 493 -232 618730 301840 61740
75086 -843 401 -350 584220 267820 56840
75096 -853 249 -464 539980 228970 48440
75105 -837 207 -433 491260 196980 35350
75115 -793 158 -448 443730 164220 23380
75125 -730 118 -518 403550 133070 16800
75134 -703 108 -617 370370 110670 15190
75144 -712 64 -668 346010 99540 17220
75153 -720 28 -593 331800 96460 19040
75163 -668 20 -735 326270 91140 17710
75173 -682 -72 -781 325360 90510 12600
75182 -685 -96 -753 321370 94150 2240
75192 -643 -85 -764 312900 93170 -9590
75201 -640 -146 -724 304290 87360 -17990
75211 -633 -184 -715 294700 78120 -25060
75221 -612 -233 -737 283710 68390 -29820
75230 -622 -272 -704 270900 61600 -31290
75240 -632 -297 -664 255010 54040 -30170
75250 -626 -316 -617 233310 44030 -27650
75259 -628 -375 -579 204820 31290 -21980
75269 -608 -381 -597 169120 15470 -15540
75278 -633 -416 -550 124670 1050 -10850
75288 -656 -432 -535 71120 -15540 -6790
75298 -696 -452 -498 7770 -34510 -4480
75307 -732 -460 -499 -64260 -55370 -4970
75317 -731 -432 -505 -139790 -76930 -7420
75326 -723 -387 -514 -215810 -96600 -7980
75336 -736 -350 -538 -298200 -114520 -6090
75346 -779 -274 -500 -389060 -131530 -4690
75355 -782 -190 -487 -484680 -151410 -1750
75365 -760 -87 -439 -582120 -175840 3780
75375 -679 41 -467 -679280 -204540 10360
75384 -689 157 -447 -777560 -232260 16870
75394 -716 246 -435 -878010 -258720 22400
75403 -738 367 -387 -969570 -292460 15890
75413 -725 450 -294 -1048810 -326830 -11340
75423 -706 474 -423 -1102500 -350910 -52080
75432 -1286 304 1373 -1118390 -345240 -103950
75442 -980 774 -3 -1102010 -377370 -174720
75451 -995 789 -83 -1037960 -383880 -226730
75461 -955 835 -86 -968870 -343770 -280140
75471 -965 840 -42 -886270 -294770 -322350
75480 -1059 804 35 -787080 -250250 -340480
75490 -1195 639 98 -671370 -221970 -331660
75500 -1287 439 121 -542710 -214060 -299810
75509 -1217 257 83 -409570 -218960 -246960
75519 -1023 79 -43 -276780 -218540 -173530
75528 -850 -28 -98 -144620 -196420 -86380
75538 -775 15 -7 -21560 -148610 350
75548 -830 103 159 70840 -85890 66780
